eps,cross_cut_rmse,cross_cut_node10_rmse,cross_cut_node11_rmse,within_subtree_rmse,cross_leak_diagnostic_rmse,cross_leak_diagnostic_target_entropy,final_test_loss,uniform_baseline,bayes_optimal_mean
0.0,0.16573480886514025,0.19526429817558608,0.13620531955469442,0.21917114053581382,1.3373363427086528e-06,0.7878908907793369,0.9959842904525644,2.0794415416798357,0.7252624411934308
0.25,0.1891867109603538,0.2305754805818579,0.14779794133884971,0.21480971136774446,6.497483309359685e-07,1.2107902867791027,0.8793790577680454,2.0794415416798357,0.7998887251468927
0.5,0.18258039217697225,0.23176455484332534,0.1333962295106192,0.20632349459017213,1.3438594283374564e-06,1.5470526619464884,0.8837041866897037,2.0794415416798357,0.8410914907270151
0.75,0.19329217022778006,0.2629856487843734,0.1235986916711867,0.24562580815435492,0.01304619109020832,1.7541463856685588,0.9041635503196546,2.0794415416798357,0.8656075590089966
1.0,0.19261402947509337,0.2654039576904087,0.11982410125977802,0.24398659590704305,0.0,1.8364223867471592,0.9012648557913316,2.0794415416798357,0.8745718953703397
